DATE_TIME,BPOS,DBTM,FLWI,HDTH,HKLD,ROP,RPM,SPPA,WOB
1200675456,2.780000028,1.500000048,0.0,3520.0600585704,69.0857734519098,18.4699994328,0.0,-2.99999853010237,0.0
1200675461,2.780000028,1.500000048,0.0,3520.0600585704,68.8104533159443,18.4699994328,0.0,-5.00000214667547,0.0
1200675465,2.780000028,1.500000048,0.0,3520.0600585704,68.9022241242427,18.4699994328,0.0,-9.00000248506439,0.0
1200675470,2.780000028,1.500000048,0.0,3520.0600585704,69.340702342882,18.4699994328,0.0,-5.00000214667547,0.0
1200675474,2.780000028,1.500000048,0.0,3520.0600585704,69.1367622238139,18.4699994328,0.0,8.00000067677784,0.0
1200675479,2.780000028,1.500000048,0.0,3520.0600585704,69.2489315345836,18.4699994328,0.0,-16.0000013535557,0.0
1200675482,2.780000028,1.500000048,0.0,3520.0600585704,68.8512353523387,18.4699994328,0.0,2.99999853010237,0.0
1200675487,2.780000028,1.500000048,0.0,3520.0600585704,69.1469539907754,18.4699994328,0.0,-1.00000180828655,0.0
1200675491,2.780000028,1.500000048,0.0,3520.0600585704,69.1061642433108,18.4699994328,0.0,-1.99999672181581,0.0
1200675496,2.780000028,1.500000048,0.0,3520.0600585704,69.4222818378112,18.4699994328,0.0,17.9999980753715,0.0
1200675505,2.780000028,1.500000048,0.0,3520.0600585704,68.8614348303705,18.4699994328,0.0,-2.99999853010237,0.0
1200675510,2.780000028,1.500000048,0.0,3520.0600585704,68.6880845271428,18.4699994328,0.0,-13.9999977369826,0.0
1200675515,2.780000028,1.500000048,0.0,3520.0600585704,68.4229561581389,18.4699994328,0.0,13.0000028234533,0.0
1200675519,2.780000028,1.500000048,0.0,3520.0600585704,68.8716338548099,18.4699994328,0.0,-13.0000028234533,0.0
1200675524,2.780000028,1.500000048,0.0,3520.0600585704,69.004194410573,18.4699994328,0.0,-5.00000214667547,0.0
1200675533,2.780000028,1.500000048,0.0,3520.0600585704,69.2999130490097,18.4699994328,0.0,-1.99999672181581,0.0
1200675536,2.780000028,1.500000048,0.0,3520.0600585704,69.4120823597794,18.4699994328,0.0,-9.99999739859365,0.0
1200675541,2.780000028,1.500000048,0.0,3520.0600585704,69.0449837044452,18.4699994328,0.0,-2.99999853010237,0.0
1200675545,2.780000028,1.500000048,0.0,3520.0600585704,69.1265631993744,18.4699994328,0.0,-25.9999987521493,0.0
1200675550,2.780000028,1.500000048,0.0,3520.0600585704,69.004194410573,18.4699994328,0.0,9.99999739859365,0.0
1200675559,2.780000028,1.500000048,0.0,3520.0600585704,68.9022241242427,18.4699994328,0.0,13.9999977369826,0.0
1200675564,2.780000028,1.500000048,0.0,3520.0600585704,68.0966472502693,18.4699994328,0.0,5.99999706020473,0.0
1200675569,2.780000028,1.500000048,0.0,3520.0600585704,69.0143934350124,18.4699994328,0.0,-13.0000028234533,0.0
1200675573,2.780000028,1.500000048,0.0,3520.0600585704,69.320311551481,18.4699994328,0.0,-5.00000214667547,0.0
1200675578,2.780000028,1.500000048,0.0,3520.0600585704,69.1469539907754,18.4699994328,0.0,12.0000010151668,0.0
1200675582,2.780000028,1.500000048,0.0,3520.0600585704,69.1775442602082,18.4699994328,0.0,1.99999672181581,0.0
1200675587,2.780000028,1.500000048,0.0,3520.0600585704,68.9022241242427,18.4699994328,0.0,6.99999886849128,0.0
1200675590,2.780000028,1.500000048,0.0,3520.0600585704,69.340702342882,18.4699994328,0.0,24.9999969438628,0.0
1200675595,2.780000028,1.500000048,0.0,3520.0600585704,69.473262898645,18.4699994328,0.0,32.0000027071113,0.0
1200675599,2.780000028,1.500000048,0.0,3520.0600585704,69.1265631993744,18.4699994328,0.0,-8.00000067677784,0.0
1200675604,2.780000028,1.500000048,0.0,3520.0600585704,69.0959729299417,18.4699994328,0.0,6.99999886849128,0.0
1200675608,2.780000028,1.500000048,0.0,3520.0600585704,69.3610935878753,18.4699994328,0.0,4.00000033838892,0.0
1200675613,2.780000028,1.500000048,0.0,3520.0600585704,69.2693227795769,18.4699994328,0.0,20.9999966054739,0.0
1200675618,2.780000028,1.500000048,0.0,3520.0600585704,69.6262219568793,18.4699994328,0.0,18.999999883658,0.0
1200675623,2.780000028,1.500000048,0.0,3520.0600585704,69.340702342882,18.4699994328,0.0,9.99999739859365,0.0
1200675627,2.780000028,1.500000048,0.0,3520.0600585704,69.8607600564504,18.4699994328,0.0,27.0000005604359,0.0
1200675632,2.780000028,1.500000048,0.0,3520.0600585704,68.4025653667379,18.4699994328,0.0,46.0000004440939,0.0
1200675636,2.780000028,1.500000048,0.0,3520.0600585704,69.5956316874465,18.4699994328,0.0,17.9999980753715,0.0
1200675641,2.780000028,1.500000048,0.0,3520.0600585704,69.2897135709779,18.4699994328,0.0,6.99999886849128,0.0
1200675644,2.780000028,1.500000048,0.0,3520.0600585704,68.9022241242427,18.4699994328,0.0,-10.9999992068802,0.0
1200675649,2.780000028,1.500000048,0.0,3520.0600585704,68.8920246462109,18.4699994328,0.0,-18.999999883658,0.0
1200675653,2.780000028,1.500000048,0.0,3520.0600585704,68.9124236022745,18.4699994328,0.0,17.9999980753715,0.0
1200675658,2.780000028,1.500000048,0.0,3520.0600585704,69.0449837044452,18.4699994328,0.0,40.0000033838892,0.0
1200675662,2.780000028,1.500000048,0.0,3520.0600585704,69.320311551481,18.4699994328,0.0,20.9999966054739,0.0
1200675667,2.780000028,1.500000048,0.0,3520.0600585704,69.0959729299417,18.4699994328,0.0,24.0000020303335,0.0
1200675672,2.780000028,1.500000048,0.0,3520.0600585704,68.586114694405,18.4699994328,0.0,40.0000033838892,0.0
1200675677,2.780000028,1.500000048,0.0,3520.0600585704,68.6269044418696,18.4699994328,0.0,31.0000008988248,0.0
1200675681,2.780000028,1.500000048,0.0,3520.0600585704,69.3712926123148,18.4699994328,0.0,36.0000030455003,0.0
1200675686,2.780000028,1.500000048,0.0,3520.0600585704,69.2387325101441,18.4699994328,0.0,40.9999982974184,0.0
1200675690,2.780000028,1.500000048,0.0,3520.0600585704,69.1265631993744,18.4699994328,0.0,36.0000030455003,0.0
1206265199,5.1399999816,1.000000032,0.0,3511.4199219264,66.6180622227482,106.279998768,0.0,269.000003796072,0.0
1206265202,5.1399999816,1.000000032,0.0,3511.4199219264,66.6384530141492,106.279998768,0.0,249.000002104128,0.0
1206265207,5.1399999816,1.000000032,0.0,3511.4199219264,66.5466822058508,106.279998768,0.0,260.99998932978,0.0
1206265216,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,256.999995886148,0.0
1206265220,5.1399999816,1.000000032,0.0,3511.4199219264,66.5058924583861,106.279998768,0.0,220.000004821876,0.0
1206265225,5.1399999816,1.000000032,0.0,3511.4199219264,66.6180622227482,106.279998768,0.0,218.00000810006,0.0
1206265230,5.1399999816,1.000000032,0.0,3511.4199219264,66.7098325774542,106.279998768,0.0,217.000006291774,0.0
1206265235,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,244.000006852209,0.0
1206265239,5.1399999816,1.000000032,0.0,3511.4199219264,66.7506223249188,106.279998768,0.0,248.000000295841,0.0
1206265244,5.1399999816,1.000000032,0.0,3511.4199219264,66.7098325774542,106.279998768,0.0,213.000012848142,0.0
1206265248,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,241.000008322107,0.0
1206265253,5.1399999816,1.000000032,0.0,3511.4199219264,66.5466822058508,106.279998768,0.0,240.00000651382,0.0
1206265256,5.1399999816,1.000000032,0.0,3511.4199219264,66.6384530141492,106.279998768,0.0,259.999987521493,0.0
1206265261,5.1399999816,1.000000032,0.0,3511.4199219264,66.6384530141492,106.279998768,0.0,243.000005043923,0.0
1206265265,5.1399999816,1.000000032,0.0,3511.4199219264,66.7302315335179,106.279998768,0.0,264.000008544154,0.0
1206265270,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,252.00000063423,0.0
1206265275,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,263.000013630625,0.0
1206265279,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,258.999992607964,0.0
1206265284,5.1399999816,1.000000032,0.0,3511.4199219264,66.6180622227482,106.279998768,0.0,252.00000063423,0.0
1206265289,5.1399999816,1.000000032,0.0,3511.4199219264,66.7302315335179,106.279998768,0.0,261.999991138066,0.0
1206265293,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,264.000008544154,0.0
1206265298,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,289.000012382774,0.0
1206265302,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,255.999994077862,0.0
1206265307,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,263.000013630625,0.0
1206265310,5.1399999816,1.000000032,0.0,3511.4199219264,66.7098325774542,106.279998768,0.0,266.00000526597,0.0
1206265315,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,281.999992830011,0.0
1206265319,5.1399999816,1.000000032,0.0,3511.4199219264,66.4141139390175,106.279998768,0.0,288.000010574488,0.0
1206265324,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,264.000008544154,0.0
1206265329,5.1399999816,1.000000032,0.0,3511.4199219264,66.6792427616138,106.279998768,0.0,264.000008544154,0.0
1206265333,5.1399999816,1.000000032,0.0,3511.4199219264,66.6180622227482,106.279998768,0.0,296.000004356508,0.0
1206265338,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,272.000002326175,0.0
1206265343,5.1399999816,1.000000032,0.0,3511.4199219264,66.6792427616138,106.279998768,0.0,290.000007296303,0.0
1206265347,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,285.999986273643,0.0
1206265352,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,281.999992830011,0.0
1206265356,5.1399999816,1.000000032,0.0,3511.4199219264,66.5874719533154,106.279998768,0.0,292.000010912876,0.0
1206265361,5.1399999816,1.000000032,0.0,3511.4199219264,66.4753021889534,106.279998768,0.0,297.000006164795,0.0
1206265364,5.1399999816,1.000000032,0.0,3511.4199219264,66.5670729972518,106.279998768,0.0,290.000007296303,0.0
1206265369,5.1399999816,1.000000032,0.0,3511.4199219264,66.5058924583861,106.279998768,0.0,276.999997578093,0.0
1206265373,5.1399999816,1.000000032,0.0,3511.4199219264,66.6180622227482,106.279998768,0.0,273.99999904799,0.0
1206265378,5.1399999816,1.000000032,0.0,3511.4199219264,66.5466822058508,106.279998768,0.0,266.00000526597,0.0
1206265383,5.1399999816,1.000000032,0.0,3511.4199219264,66.5058924583861,106.279998768,0.0,284.999991360113,0.0
1206265387,5.1399999816,1.000000032,0.0,3511.4199219264,66.5262837033795,106.279998768,0.0,264.000008544154,0.0
1206265397,5.1399999816,1.000000032,0.0,3511.4199219264,66.4549036864821,106.279998768,0.0,231.999992047528,0.0
1206265401,5.1399999816,1.000000032,0.0,3511.4199219264,66.5262837033795,106.279998768,0.0,247.000005382312,0.0
1206265406,5.1399999816,1.000000032,0.0,3511.4199219264,66.4141139390175,106.279998768,0.0,248.000000295841,0.0
1206265410,5.1399999816,1.000000032,0.0,3511.4199219264,66.6588515166204,106.279998768,0.0,233.999988769344,0.0
1206265415,5.1399999816,1.000000032,0.0,3511.4199219264,66.4753021889534,106.279998768,0.0,256.999995886148,0.0
1206265423,5.1399999816,1.000000032,0.0,3511.4199219264,66.5058924583861,106.279998768,0.0,275.000000856277,0.0
1206265427,5.1399999816,1.000000032,0.0,3511.4199219264,66.4753021889534,106.279998768,0.0,256.999995886148,0.0
1206265432,5.1399999816,1.000000032,0.0,3511.4199219264,66.4345128950811,106.279998768,0.0,268.000008882543,0.0
1223738433,11.840000196,0.2700000696,0.0,2536.0600584768,69.2183335540805,27.7000008864,0.0,-39.0000015756026,0.0
1223738438,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-25.9999987521493,0.0
1223738442,11.840000196,0.2700000696,0.0,2536.0600584768,69.1775442602082,27.7000008864,0.0,-20.9999966054739,0.0
1223738447,11.840000196,0.2700000696,0.0,2536.0600584768,69.1673524932467,27.7000008864,0.0,-39.0000015756026,0.0
1223738456,11.840000196,0.2700000696,0.0,2536.0600584768,69.1877432846477,27.7000008864,0.0,-40.9999982974184,0.0
1223738460,11.840000196,0.2700000696,0.0,2536.0600584768,69.2897135709779,27.7000008864,0.0,-16.0000013535557,0.0
1223738465,11.840000196,0.2700000696,0.0,2536.0600584768,69.2285330321123,27.7000008864,0.0,-24.9999969438628,0.0
1223738469,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-20.9999966054739,0.0
1223738474,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-1.00000180828655,0.0
1223738483,11.840000196,0.2700000696,0.0,2536.0600584768,69.2387325101441,27.7000008864,0.0,-31.0000008988248,0.0
1223738487,11.840000196,0.2700000696,0.0,2536.0600584768,69.1673524932467,27.7000008864,0.0,-40.0000033838892,0.0
1223738492,11.840000196,0.2700000696,0.0,2536.0600584768,69.1877432846477,27.7000008864,0.0,-9.99999739859365,0.0
1223738496,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-48.9999989741963,0.0
1223738501,11.840000196,0.2700000696,0.0,2536.0600584768,69.2693227795769,27.7000008864,0.0,-21.9999984137604,0.0
1223738510,11.840000196,0.2700000696,0.0,2536.0600584768,69.2285330321123,27.7000008864,0.0,-36.0000030455003,0.0
1223738514,11.840000196,0.2700000696,0.0,2536.0600584768,69.2591233015451,27.7000008864,0.0,-24.9999969438628,0.0
1223738519,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-20.0000016919446,0.0
1223738523,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-33.9999994289272,0.0
1223738528,11.840000196,0.2700000696,0.0,2536.0600584768,69.1775442602082,27.7000008864,0.0,-47.9999971659097,0.0
1223738532,11.840000196,0.2700000696,0.0,2536.0600584768,69.2183335540805,27.7000008864,0.0,-33.9999994289272,0.0
1223738537,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-18.999999883658,0.0
1223738541,11.840000196,0.2700000696,0.0,2536.0600584768,69.2285330321123,27.7000008864,0.0,-18.999999883658,0.0
1223738546,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-16.0000013535557,0.0
1223738550,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-10.9999992068802,0.0
1223738555,11.840000196,0.2700000696,0.0,2536.0600584768,69.2795218040164,27.7000008864,0.0,-13.9999977369826,0.0
1223738559,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-47.0000022523805,0.0
1223738564,11.840000196,0.2700000696,0.0,2536.0600584768,69.2387325101441,27.7000008864,0.0,-48.9999989741963,0.0
1223738568,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-69.0000006661409,0.0
1223738573,11.840000196,0.2700000696,0.0,2536.0600584768,69.1775442602082,27.7000008864,0.0,-47.9999971659097,0.0
1223738577,11.840000196,0.2700000696,0.0,2536.0600584768,69.1877432846477,27.7000008864,0.0,-44.9999986358074,0.0
1223738582,11.840000196,0.2700000696,0.0,2536.0600584768,69.2387325101441,27.7000008864,0.0,-42.000000105705,0.0
1223738586,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-50.0000007824828,0.0
1223738591,11.840000196,0.2700000696,0.0,2536.0600584768,69.2285330321123,27.7000008864,0.0,-51.9999975042986,0.0
1223738595,11.840000196,0.2700000696,0.0,2536.0600584768,69.2693227795769,27.7000008864,0.0,-58.0000014592607,0.0
1223738600,11.840000196,0.2700000696,0.0,2536.0600584768,69.2897135709779,27.7000008864,0.0,-65.0000003277519,0.0
1223738604,11.840000196,0.2700000696,0.0,2536.0600584768,69.2081422407113,27.7000008864,0.0,-101.999998286781,0.0
1223738609,11.840000196,0.2700000696,0.0,2536.0600584768,69.2183335540805,27.7000008864,0.0,-47.0000022523805,0.0
1223738613,11.840000196,0.2700000696,0.0,2536.0600584768,69.2591233015451,27.7000008864,0.0,-72.0000060910005,0.0
1223738618,11.840000196,0.2700000696,0.0,2536.0600584768,69.1877432846477,27.7000008864,0.0,-72.0000060910005,0.0
1223738622,11.840000196,0.2700000696,0.0,2536.0600584768,69.1775442602082,27.7000008864,0.0,-85.0000020196965,0.0
1223738627,11.840000196,0.2700000696,0.0,2536.0600584768,69.2591233015451,27.7000008864,0.0,-58.9999963727899,0.0
1223738631,11.840000196,0.2700000696,0.0,2536.0600584768,69.2387325101441,27.7000008864,0.0,-55.0000029291583,0.0
1223738636,11.840000196,0.2700000696,0.0,2536.0600584768,69.2591233015451,27.7000008864,0.0,-54.0000011208717,0.0
1223738640,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-43.0000019139915,0.0
1223738645,11.840000196,0.2700000696,0.0,2536.0600584768,69.2183335540805,27.7000008864,0.0,-36.9999979590295,0.0
1223738649,11.840000196,0.2700000696,0.0,2536.0600584768,69.2693227795769,27.7000008864,0.0,-55.9999978426876,0.0
1223738654,11.840000196,0.2700000696,0.0,2536.0600584768,69.2285330321123,27.7000008864,0.0,-72.0000060910005,0.0
1223738658,11.840000196,0.2700000696,0.0,2536.0600584768,69.2591233015451,27.7000008864,0.0,-81.9999965948369,0.0
1223738663,11.840000196,0.2700000696,0.0,2536.0600584768,69.2489315345836,27.7000008864,0.0,-60.0000050758338,0.0
1223738667,11.840000196,0.2700000696,0.0,2536.0600584768,69.1979427626795,27.7000008864,0.0,-62.9999967111788,0.0
1189021739,26.3099995008,152.139999504,118.309997232516,3523.139892492,74.6330321431703,115.7799987672,0.0,430.000019139915,0.0
1189021742,26.3099995008,152.139999504,118.160004067428,3523.139892492,74.6330321431703,115.7799987672,0.0,403.999992808737,0.0
1189021747,26.3099995008,152.139999504,117.12999724764,3523.139892492,74.6636224126031,115.7799987672,0.0,392.000005583085,0.0
1189021751,26.3099995008,152.139999504,116.980004082552,3523.139892492,74.6942126820359,115.7799987672,0.0,369.000005361038,0.0
1189021756,26.2600001088,152.1799926168,116.980004082552,3523.139892492,74.8981528011039,115.7799987672,0.0,407.000018917868,0.0
1189021760,26.1399994344,152.3000030448,116.980004082552,3523.139892492,74.9389420949762,115.7799987672,0.0,396.000005921474,0.0
1189021765,26.0599994928,152.389999512,116.679998825316,3523.139892492,74.8675625316711,115.7799987672,0.0,407.999993147126,0.0
1189021768,25.9999999176,152.4499969536,115.199997368616,3523.139892492,74.8063819928055,115.7799987672,0.0,425.000003203725,0.0
1189021775,25.8700008888,152.5800017736,114.319998855564,3523.139892492,74.7961825147737,115.7799987672,0.0,405.99999642531,0.0
1189021779,25.7700005808,152.6799926328,105.900000952428,3523.139892492,74.9797318424408,115.7799987672,0.0,411.999986590757,0.0
1189021784,25.680000456,152.77000434,76.660002353748,3523.139892492,74.9083522791358,115.7799987672,0.0,401.000021857664,0.0
1189021788,25.6100006976,152.8300017816,25.260001280232,3523.139892492,74.877762009703,115.7799987672,0.0,426.999999925541,0.0
1189021793,25.5100000848,152.9299926408,0.0,3523.139892492,74.8675625316711,115.7799987672,0.0,395.000004113187,0.0
1189021796,25.3400000184,153.1100005104,0.0,3523.139892492,74.9797318424408,115.7799987672,0.0,419.000006143521,0.0
1189021801,25.2499998936,153.1999969776,0.0,3523.139892492,74.9083522791358,115.7799987672,0.0,409.000015639684,0.0
